,carat,cut,color,clarity,depth,table,x,y,z,price
1429,0.24,Very Good,F,VVS1,59.0,59.0,4.05,4.08,2.4,552
1430,0.54,Premium,I,SI2,61.2,60.0,5.22,5.2,3.19,1013
1431,0.49,Premium,E,VS2,58.8,59.0,5.2,5.14,3.04,1351
1432,1.12,Premium,H,SI2,59.7,60.0,6.77,6.72,4.03,4641
1433,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,649
1434,1.04,Premium,F,VS2,59.6,62.0,6.62,6.56,3.93,6278
1435,0.33,Premium,E,VS2,61.5,59.0,4.46,4.42,2.73,928
1436,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958
1437,0.9,Premium,F,VS2,62.3,58.0,6.16,6.14,3.83,4838
1438,0.52,Premium,F,SI1,61.5,60.0,5.15,5.16,3.17,1191
1439,0.3,Good,F,SI1,63.5,57.0,4.24,4.27,2.7,500
1440,1.33,Ideal,I,VS2,62.6,55.0,7.01,7.05,4.4,7325
1441,0.41,Good,E,SI1,63.5,57.0,4.69,4.73,2.99,755
1442,0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,819
1443,0.59,Very Good,F,VS2,61.6,56.0,5.39,5.41,3.33,1784
1444,1.59,Premium,G,SI1,62.2,58.0,7.51,7.45,4.65,9707
1445,1.01,Premium,H,SI1,62.7,59.0,6.33,6.27,3.95,4320
1446,2.01,Ideal,J,SI2,62.1,56.0,8.06,8.13,5.03,12814
1447,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,11869
1448,0.5,Premium,F,SI1,60.1,59.0,5.17,5.14,3.1,1332
1449,0.35,Ideal,E,VVS1,62.2,56.0,4.51,4.53,2.81,1044
1450,1.22,Ideal,G,VVS1,61.1,56.0,6.91,6.94,4.23,10888
1451,0.97,Premium,H,SI2,58.8,58.0,6.44,6.41,3.78,3346
1452,0.7,Ideal,G,VVS1,61.6,55.0,5.72,5.75,3.53,3073
1453,0.32,Ideal,I,SI1,62.4,57.0,4.35,4.37,2.72,432
1454,0.37,Ideal,I,VS2,61.7,57.0,4.64,4.6,2.85,666
1455,0.35,Premium,H,VVS2,62.5,58.0,4.51,4.48,2.81,906
1456,0.93,Ideal,F,SI2,59.5,57.0,6.37,6.33,3.78,3828
1457,2.17,Ideal,I,SI1,62.1,57.0,8.26,8.32,5.15,16716
1458,1.04,Ideal,G,VS2,60.8,57.0,6.55,6.57,3.99,6529
1459,0.42,Very Good,D,SI2,62.0,59.0,4.78,4.83,2.98,672
1460,0.41,Ideal,E,VVS2,61.0,56.0,4.82,4.79,2.93,1243
1461,1.02,Premium,H,SI2,59.2,59.0,6.57,6.54,3.88,3701
1462,0.72,Ideal,F,SI1,62.3,56.0,5.77,5.79,3.6,3004
1463,1.0,Premium,D,VVS2,59.9,61.0,6.5,6.42,3.87,9918
1464,0.24,Very Good,E,VVS1,61.7,61.0,3.95,3.99,2.45,485
1465,0.76,Ideal,H,SI1,61.3,55.0,5.87,5.93,3.62,3050
1466,0.6,Ideal,G,VS2,62.1,57.0,5.43,5.36,3.35,1746
1467,0.4,Very Good,E,VVS2,63.0,55.0,4.72,4.74,2.98,849
1468,0.7,Very Good,I,SI2,63.4,59.0,5.66,5.57,3.56,1775
1469,0.31,Ideal,H,VVS1,61.6,57.0,4.32,4.35,2.67,660
1470,0.58,Ideal,E,VS2,62.3,54.0,5.39,5.43,3.37,1683
1471,0.64,Ideal,F,VVS2,60.9,56.0,5.57,5.59,3.4,3217
1472,0.34,Premium,H,VS1,61.6,59.0,4.54,4.49,2.78,765
1473,0.41,Good,E,VVS1,63.5,57.0,4.73,4.75,3.01,1002
1474,1.97,Premium,F,SI2,61.1,58.0,8.11,8.05,4.94,14542
1475,1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,4682
1476,0.59,Ideal,E,SI2,62.2,55.0,5.38,5.4,3.35,1286
1477,0.7,Very Good,E,SI1,62.6,56.0,5.65,5.69,3.55,2459
1478,0.44,Ideal,G,SI1,61.5,57.0,4.88,4.87,3.0,990
1479,0.5,Fair,E,VS2,64.9,56.0,5.01,4.95,3.23,1397
1480,0.27,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56,846
1481,2.13,Premium,F,SI2,61.5,58.0,8.28,8.33,5.11,17045
1482,1.21,Good,I,VS2,64.1,61.0,6.7,6.66,4.28,5028
1483,0.35,Premium,G,VVS2,62.8,58.0,4.48,4.44,2.8,1024
1484,1.01,Fair,F,SI2,66.7,64.0,6.14,6.05,4.06,3597
1485,0.39,Ideal,H,VS2,62.3,55.0,4.67,4.7,2.92,707
1486,1.08,Fair,J,VS2,65.1,54.0,6.47,6.44,4.2,3980
1487,1.5,Premium,E,VS2,59.4,62.0,7.48,7.4,4.42,12587
1488,0.42,Very Good,G,VS2,60.1,61.0,4.81,4.84,2.9,847
1489,1.02,Premium,G,SI2,60.7,56.0,6.56,6.51,3.97,3904
1490,0.34,Premium,D,VS2,62.1,58.0,4.5,4.45,2.78,1033
1491,0.7,Premium,H,SI1,62.3,58.0,5.63,5.57,3.49,2020
1492,0.72,Very Good,J,VS1,62.7,58.0,5.67,5.72,3.57,1988
1493,0.3,Premium,E,VVS2,61.5,60.0,4.31,4.28,2.64,1013
1494,0.43,Ideal,H,SI1,60.7,54.0,4.96,4.92,3.0,891
1495,0.32,Ideal,E,VVS1,61.2,55.0,4.4,4.45,2.71,892
1496,0.53,Ideal,D,SI1,62.0,57.0,5.23,5.19,3.23,1683
1497,1.24,Good,H,VS2,58.3,58.0,7.09,7.15,4.15,7210
1498,1.01,Very Good,E,SI1,63.4,55.0,6.38,6.42,4.06,6501
1499,1.05,Ideal,F,VS2,62.8,57.0,6.48,6.45,4.06,6933
1500,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,6513
1501,0.8,Very Good,G,SI2,62.0,55.0,5.94,6.01,3.7,2915
1502,1.13,Premium,H,SI2,62.7,55.0,6.69,6.61,4.17,4746
1503,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,789
1504,2.52,Premium,F,SI2,60.6,60.0,8.78,8.7,5.3,18179
1505,0.8,Ideal,G,SI1,62.5,57.0,5.94,5.9,3.7,2870
1506,0.31,Very Good,F,VS2,62.9,59.0,4.27,4.32,2.7,625
1507,1.0,Ideal,I,VS2,62.5,55.0,6.41,6.36,4.0,4511
1508,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,2268
1509,0.31,Very Good,H,SI1,61.1,57.0,4.32,4.35,2.65,446
1510,0.58,Ideal,F,SI1,62.3,54.0,5.36,5.39,3.35,1401
1511,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
1512,0.4,Ideal,G,VVS2,62.3,54.0,4.75,4.78,2.97,931
1513,1.02,Very Good,F,VS2,61.8,57.0,6.4,6.44,3.97,6047
1514,0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2844
1515,0.71,Ideal,I,VS2,61.8,55.0,5.7,5.73,3.53,2614
1516,2.19,Premium,J,SI2,61.8,60.0,8.35,8.25,5.13,13355
1517,1.2,Very Good,F,SI1,63.5,57.0,6.65,6.74,4.25,6872
1518,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
1519,0.7,Good,H,VVS2,62.1,64.0,5.62,5.65,3.5,2767
1520,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2068
1521,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,2834
1522,0.36,Premium,E,VVS2,61.7,59.0,4.52,4.56,2.8,859
1523,0.38,Ideal,G,SI1,61.0,57.0,4.66,4.71,2.86,629
1524,0.73,Ideal,I,VS2,61.6,54.0,5.81,5.84,3.59,2327
1525,0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4924
1526,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1289
1527,1.05,Premium,H,VS1,60.9,60.0,6.58,6.53,3.99,5580
1528,1.54,Ideal,F,VS2,61.0,56.0,7.44,7.49,4.55,17029
1529,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1789
1530,0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,2811
1531,1.37,Ideal,J,SI1,62.1,55.0,7.13,7.16,4.44,6339
1532,1.7,Ideal,I,SI2,60.7,59.0,7.69,7.64,4.65,8743
1533,1.7,Premium,I,VS2,61.9,56.0,7.55,7.5,4.66,10396
1534,1.02,Very Good,F,VVS2,59.4,59.0,6.58,6.69,3.94,8627
1535,0.43,Premium,E,SI1,60.2,60.0,4.94,4.89,2.96,1016
1536,0.3,Premium,G,VS2,61.1,62.0,4.33,4.28,2.63,630
1537,1.32,Premium,I,SI2,60.8,58.0,7.03,7.11,4.3,4704
1538,0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55,2841
1539,0.5,Premium,D,VS2,62.8,58.0,5.03,5.0,3.15,1758
1540,1.01,Very Good,G,SI1,62.4,58.0,6.39,6.44,4.0,4653
1541,1.51,Ideal,E,VS2,61.7,55.0,7.37,7.34,4.54,14482
1542,0.24,Ideal,E,VVS2,61.3,57.0,4.0,4.02,2.46,526
1543,0.61,Premium,D,SI1,62.3,58.0,5.45,5.4,3.38,1976
1544,0.75,Very Good,D,SI1,60.7,55.0,5.87,5.92,3.58,2872
1545,0.3,Ideal,G,IF,62.6,57.0,4.32,4.28,2.69,956
1546,0.41,Premium,H,VS1,62.6,60.0,4.75,4.77,2.98,827
1547,0.35,Ideal,F,VS2,62.4,57.0,4.51,4.5,2.81,906
1548,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55,6342
1549,0.33,Ideal,F,SI1,60.6,56.0,4.49,4.46,2.71,705
1550,0.72,Ideal,G,VS1,61.4,56.0,5.75,5.79,3.55,3478
1551,0.54,Very Good,G,SI1,62.2,57.0,5.17,5.22,3.23,1241
1552,1.23,Ideal,G,VS1,62.0,56.0,6.92,6.86,4.27,9030
1553,1.29,Ideal,H,SI2,62.1,57.0,6.95,6.93,4.31,5926
1554,0.38,Premium,F,SI2,61.0,61.0,4.67,4.61,2.83,770
1555,0.55,Ideal,F,SI1,61.8,55.0,5.27,5.22,3.24,1415
1556,0.57,Ideal,D,SI2,61.9,56.0,5.3,5.34,3.3,1359
1557,1.16,Good,F,SI2,63.7,63.0,6.63,6.55,4.2,4476
1558,1.51,Ideal,G,VS2,62.1,54.0,7.34,7.31,4.55,12551
1559,1.03,Premium,H,SI2,62.0,60.0,6.47,6.41,4.0,3749
1560,2.01,Very Good,I,SI1,63.5,55.0,8.07,8.01,5.11,12271
1561,0.34,Very Good,H,VVS2,63.0,55.0,4.44,4.48,2.81,686
1562,0.31,Ideal,H,VS2,62.2,55.0,4.36,4.39,2.72,489
1563,0.91,Ideal,G,SI2,62.2,57.0,6.18,6.24,3.86,3425
1564,1.02,Ideal,G,SI2,61.4,56.0,6.52,6.47,3.99,4255
1565,0.41,Premium,G,VVS2,61.6,58.0,4.74,4.8,2.94,1007
1566,1.02,Premium,H,SI2,62.4,59.0,6.42,6.37,3.99,3998
1567,1.03,Ideal,G,SI2,61.7,55.0,6.48,6.52,4.01,4391
1568,1.54,Very Good,G,VS1,63.4,57.0,7.28,7.36,4.64,14433
1569,0.53,Ideal,E,VS2,61.3,55.0,5.2,5.24,3.2,1721
1570,0.23,Ideal,F,VVS2,61.6,54.0,3.97,3.99,2.45,650
1571,0.3,Ideal,F,VS2,62.1,53.6,4.28,4.31,2.67,601
1572,1.14,Premium,F,SI1,59.6,58.0,6.78,6.8,4.05,5925
1573,0.25,Good,E,VVS1,61.4,62.0,4.03,4.05,2.48,498
1574,0.32,Ideal,H,VVS1,60.4,57.0,4.42,4.46,2.68,730
1575,1.7,Ideal,J,VS1,60.9,58.0,7.73,7.68,4.69,10589
1576,1.53,Ideal,I,SI1,62.4,57.0,7.33,7.37,4.59,8981
1577,1.52,Premium,H,SI1,61.0,58.0,7.44,7.39,4.52,9700
1578,0.3,Premium,I,SI1,60.9,59.0,4.34,4.36,2.65,394
1579,0.73,Ideal,H,SI1,61.5,55.0,5.79,5.84,3.57,2605
1580,1.01,Very Good,F,SI2,62.8,60.0,6.33,6.4,4.0,4416
1581,0.62,Very Good,D,VS2,59.2,59.1,5.55,5.6,3.3,2311
1582,1.2,Very Good,D,SI2,63.5,59.0,6.61,6.56,4.18,4758
1583,0.31,Ideal,G,SI1,61.6,55.0,4.37,4.39,2.7,627
1584,0.5,Very Good,D,SI1,60.3,59.0,5.11,5.14,3.09,1415
1585,0.72,Very Good,E,VS2,62.9,57.0,5.68,5.73,3.59,2990
1586,1.2,Ideal,I,SI2,60.5,58.0,6.92,6.83,4.16,5050
1587,0.42,Ideal,H,VS1,62.4,57.0,4.76,4.79,2.98,847
1588,0.72,Ideal,I,VS1,61.7,54.5,5.77,5.8,3.57,2430
1589,1.21,Very Good,H,VS2,60.1,57.0,6.88,6.97,4.16,6887
1590,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,692
1591,1.19,Ideal,D,VS2,60.4,56.0,6.87,6.93,4.17,7916
1592,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,11574
1593,0.9,Ideal,H,SI2,62.1,55.0,6.17,6.2,3.84,4001
1594,0.7,Ideal,I,VS2,62.1,54.6,5.68,5.72,3.54,2240
1595,0.32,Ideal,D,VS2,61.7,57.0,4.36,4.39,2.7,758
1596,1.01,Premium,H,VS2,60.7,61.0,6.47,6.39,3.9,4921
1597,1.02,Very Good,E,VS1,60.1,59.0,6.48,6.53,3.91,7779
1598,0.56,Ideal,G,VVS1,62.0,56.0,5.3,5.28,3.28,2318
1599,1.1,Premium,E,SI2,61.7,59.0,6.64,6.59,4.08,5174
1600,1.21,Very Good,F,SI1,60.2,60.0,6.92,6.96,4.18,7877
1601,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1290
1602,1.72,Ideal,I,VS2,62.8,57.0,7.69,7.63,4.81,11226
1603,0.7,Very Good,D,VS2,63.2,60.0,5.61,5.56,3.53,3033
1604,1.02,Very Good,D,SI1,64.2,58.0,6.32,6.35,4.07,5803
1605,0.7,Very Good,G,SI1,61.8,56.0,5.7,5.76,3.54,2106
1606,0.53,Premium,F,VS1,61.5,61.0,5.17,5.11,3.16,1558
1607,0.51,Ideal,I,SI1,61.9,54.0,5.12,5.15,3.18,1000
1608,1.71,Premium,G,SI2,60.9,58.0,7.68,7.72,4.69,11248
1609,1.14,Ideal,H,VS2,62.0,55.0,6.71,6.72,4.16,7059
1610,1.22,Premium,I,SI1,62.1,59.0,6.86,6.8,4.24,5466
1611,0.71,Premium,F,VS1,61.8,59.0,5.69,5.73,3.53,2765
1612,1.44,Premium,G,VS1,61.8,57.0,7.21,7.09,4.42,11588
1613,0.92,Premium,E,SI1,60.9,59.0,6.25,6.27,3.81,4258
1614,0.7,Ideal,D,SI1,60.7,56.0,5.75,5.72,3.48,2822
1615,1.2,Very Good,H,SI1,62.5,59.0,6.66,6.72,4.18,6019
1616,1.55,Premium,D,SI2,62.0,58.0,7.39,7.44,4.6,10905
1617,0.35,Very Good,D,SI1,60.2,57.0,4.56,4.61,2.76,644
1618,0.74,Ideal,I,VVS2,61.3,57.0,5.82,5.85,3.57,3130
1619,0.31,Ideal,F,IF,62.1,56.0,4.36,4.33,2.7,1046
1620,0.31,Premium,G,VVS1,60.7,58.0,4.4,4.37,2.66,1046
1621,1.22,Ideal,G,VS2,60.1,57.0,6.96,7.01,4.2,9954
1622,0.39,Very Good,E,VS2,61.3,61.0,4.66,4.7,2.87,889
1623,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7727
1624,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2650
1625,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612
1626,1.03,Ideal,F,SI2,60.9,56.0,6.56,6.51,3.98,4891
1627,0.4,Premium,F,VS1,60.4,61.0,4.77,4.74,2.87,1050
1628,0.7,Very Good,E,VS1,61.5,56.0,5.69,5.75,3.52,2967
1629,0.52,Ideal,G,VVS2,61.9,55.0,5.16,5.14,3.19,2012
1630,0.9,Good,G,VS1,63.9,60.0,6.14,6.09,3.91,4401
1631,1.42,Good,E,SI2,60.1,61.0,7.32,7.42,4.43,8019
1632,0.31,Premium,G,VS2,58.8,62.0,4.41,4.4,2.59,605
1633,0.3,Ideal,D,VS2,61.8,55.0,4.35,4.32,2.68,778
1634,1.09,Very Good,F,VVS1,61.4,58.0,6.6,6.65,4.07,10463
1635,0.42,Very Good,H,SI1,58.6,61.0,4.92,4.95,2.89,761
1636,0.32,Premium,E,VVS1,60.8,59.0,4.45,4.43,2.7,1044
1637,0.42,Ideal,G,SI1,62.9,54.0,4.81,4.79,3.02,945
1638,1.5,Premium,F,VS2,60.3,58.0,7.47,7.39,4.48,14486
1639,0.72,Ideal,J,SI1,62.7,56.0,5.67,5.75,3.58,1832
1640,1.01,Premium,H,SI2,60.6,61.0,6.45,6.38,3.89,3959
1641,0.7,Premium,H,VS1,61.8,62.0,5.69,5.63,3.5,2375
1642,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,394
1643,1.58,Very Good,J,SI1,61.6,57.0,7.47,7.54,4.62,8057
1644,0.45,Good,F,VS1,59.0,62.0,5.02,5.04,2.97,1012
1645,0.7,Ideal,G,VS2,61.5,57.0,5.7,5.74,3.52,3253
1646,1.85,Very Good,H,I1,63.3,56.0,7.8,7.75,4.92,5688
1647,1.02,Ideal,G,VS1,61.4,57.0,6.45,6.49,3.98,7055
1648,1.52,Ideal,G,SI1,60.3,57.0,7.47,7.51,4.52,11105
1649,0.39,Ideal,G,VS1,62.2,54.3,4.66,4.69,2.91,853
1650,0.53,Ideal,F,VS2,61.6,56.0,5.26,5.23,3.23,2290
1651,1.5,Fair,I,SI1,56.7,63.0,7.52,7.57,4.28,7912
1652,0.72,Fair,G,I1,65.1,57.0,5.65,5.55,3.65,1147
1653,0.51,Ideal,D,VS1,62.3,56.0,5.09,5.12,3.18,1882
1654,0.73,Very Good,G,SI1,60.6,59.0,5.83,5.85,3.54,2585
1655,0.5,Ideal,F,SI1,59.9,56.0,5.09,5.36,3.13,1282
1656,1.24,Premium,F,SI2,61.4,58.0,6.94,6.9,4.25,5889
1657,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1096
1658,2.22,Premium,I,SI1,59.9,59.0,8.46,8.41,5.05,18432
1659,0.52,Premium,E,VS1,61.7,58.0,5.17,5.11,3.17,1819
1660,1.14,Premium,H,SI1,63.0,57.0,6.7,6.65,4.2,4654
1661,0.24,Premium,E,VS2,62.6,58.0,4.03,3.99,2.51,536
1662,1.67,Ideal,H,VS1,61.8,56.0,7.6,7.57,4.69,14014
1663,1.36,Fair,J,SI2,67.8,55.0,6.73,6.66,4.54,4158
1664,0.3,Premium,J,SI2,59.3,61.0,4.43,4.38,2.61,405
1665,0.76,Ideal,H,SI1,61.4,55.0,5.82,5.9,3.6,3050
1666,0.7,Good,D,SI1,58.0,60.0,5.79,5.93,3.4,2525
1667,1.7,Ideal,H,I1,62.6,54.1,7.58,7.63,4.77,7068
1668,1.03,Ideal,E,SI2,62.5,56.0,6.45,6.48,4.04,4441
1669,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,8364
1670,1.04,Premium,E,VS2,62.4,58.0,6.56,6.51,4.08,7019
1671,1.51,Very Good,E,VS2,62.7,59.0,7.2,7.32,4.55,12779
1672,0.74,Ideal,D,VS1,61.7,55.0,5.79,5.85,3.59,3813
1673,0.7,Very Good,H,VVS1,63.5,58.0,5.63,5.59,3.56,2682
1674,0.24,Very Good,F,VS1,62.9,59.0,3.95,3.97,2.49,393
1675,0.54,Very Good,D,VS2,61.7,58.0,5.16,5.24,3.21,1892
1676,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,4200
1677,0.5,Very Good,E,VVS2,61.5,60.0,5.04,5.08,3.11,2132
1678,0.31,Very Good,D,SI2,61.5,60.0,4.31,4.34,2.66,462
1679,0.55,Very Good,D,VS2,60.4,59.0,5.29,5.34,3.21,1755
1680,1.62,Very Good,H,SI1,63.1,56.0,7.38,7.51,4.7,10567
1681,1.62,Ideal,F,VS2,61.2,57.0,7.52,7.58,4.62,18281
1682,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,12349
1683,0.9,Very Good,H,VVS1,62.3,59.0,6.09,6.15,3.81,4977
1684,2.02,Ideal,H,SI2,62.4,56.0,8.14,8.04,5.06,12680
1685,0.39,Very Good,G,VS2,62.4,56.0,4.64,4.68,2.91,787
1686,1.51,Premium,I,VS2,60.5,59.0,7.44,7.41,4.49,9682
1687,0.59,Ideal,H,SI2,61.9,55.0,5.37,5.39,3.33,1292
1688,1.02,Premium,G,SI2,62.9,59.0,6.4,6.38,4.02,4370
1689,0.32,Premium,E,VS2,61.0,59.0,4.44,4.45,2.71,702
1690,0.4,Ideal,E,VS1,61.1,57.0,4.75,4.78,2.97,1291
1691,0.3,Ideal,H,VVS1,62.2,57.0,4.28,4.31,2.67,665
1692,0.78,Very Good,G,SI2,63.7,55.9,5.82,5.85,3.72,2401
1693,1.0,Good,G,VS2,59.9,57.0,6.45,6.51,3.88,5667
1694,1.71,Premium,H,VVS2,61.4,59.0,7.77,7.67,4.74,14866
1695,0.3,Very Good,E,VS2,62.0,58.0,4.26,4.29,2.65,658
1696,0.38,Ideal,D,VS2,62.0,56.0,4.64,4.68,2.89,933
1697,0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,1257
1698,1.67,Ideal,F,VS2,61.8,57.0,7.62,7.58,4.7,17351
1699,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,778
1700,0.34,Very Good,E,VS2,62.7,56.0,4.48,4.51,2.82,696
1701,2.02,Ideal,J,SI1,62.2,57.0,8.06,8.11,5.03,13132
1702,0.3,Ideal,H,VS1,62.5,56.0,4.24,4.27,2.66,526
1703,1.62,Ideal,G,SI1,62.2,56.0,7.48,7.53,4.67,12295
1704,2.24,Very Good,I,SI2,61.7,57.7,8.37,8.43,5.18,16558
1705,0.51,Ideal,H,VVS2,61.0,57.0,5.22,5.18,3.17,1574
1706,1.2,Premium,F,SI1,61.0,62.0,6.96,6.81,4.2,6774
1707,0.31,Premium,G,SI2,61.3,58.0,4.37,4.4,2.69,408
1708,1.35,Very Good,I,SI2,58.6,63.0,7.28,7.19,4.24,5579
1709,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6628
1710,1.01,Ideal,E,VVS2,62.7,56.0,6.42,6.46,4.04,9735
1711,1.02,Very Good,J,SI2,62.9,59.0,6.34,6.41,4.01,3755
1712,0.91,Very Good,F,VS2,63.4,55.0,6.22,6.18,3.93,4434
1713,0.3,Good,F,VS2,63.4,59.0,4.23,4.25,2.69,565
1714,0.43,Premium,F,SI1,61.6,59.0,4.87,4.83,2.99,1016
1715,0.38,Ideal,F,VVS2,61.0,57.0,4.69,4.72,2.87,1117
1716,1.05,Ideal,F,VVS2,62.1,55.0,6.54,6.56,4.07,10874
1717,1.05,Ideal,D,SI1,61.7,56.0,6.53,6.59,4.05,5914
1718,1.64,Very Good,J,SI1,62.6,59.0,7.45,7.51,4.68,7739
1719,0.77,Ideal,F,SI1,61.9,57.0,5.88,5.91,3.65,2642
1720,0.7,Good,E,VS2,64.2,60.0,5.64,5.58,3.6,2415
1721,0.84,Ideal,D,VVS1,62.0,54.0,6.04,6.08,3.76,6399
1722,0.9,Good,E,VS2,63.1,58.0,6.11,6.15,3.87,4580
1723,0.48,Good,G,VS1,58.2,59.2,5.09,5.14,2.98,1228
1724,0.43,Premium,F,SI2,60.2,60.0,4.91,4.85,2.94,871
1725,0.78,Very Good,D,VS2,58.5,56.0,6.08,6.12,3.57,3298
1726,0.57,Ideal,G,VS2,61.8,56.0,5.35,5.3,3.29,1728
1727,1.13,Ideal,I,VS2,62.2,55.0,6.69,6.67,4.15,5165
1728,0.6,Premium,G,SI1,60.8,58.0,5.44,5.39,3.29,1286
1729,0.72,Ideal,E,SI1,60.8,55.0,5.77,5.84,3.53,2869
1730,0.25,Ideal,F,VS2,61.6,55.0,4.06,4.08,2.51,535
1731,1.0,Very Good,D,SI2,63.4,58.0,6.33,6.3,4.01,3304
1732,0.52,Ideal,G,IF,61.5,56.0,5.21,5.16,3.19,2164
1733,0.33,Very Good,G,SI2,62.9,55.0,4.41,4.46,2.79,434
1734,2.01,Premium,I,VS2,61.1,60.0,8.06,8.12,4.94,17433
1735,1.08,Ideal,F,VVS2,62.1,55.0,6.57,6.6,4.09,10052
1736,1.01,Fair,G,VS2,67.8,59.0,6.07,6.02,4.1,5666
1737,0.77,Very Good,F,VS2,62.6,55.0,5.85,5.88,3.67,3692
1738,0.81,Ideal,H,SI1,61.9,56.0,5.92,5.97,3.68,3514
1739,0.32,Premium,G,VS2,62.3,58.0,4.36,4.41,2.73,561
1740,0.28,Very Good,G,VVS1,60.7,56.0,4.27,4.29,2.6,586
1741,1.21,Premium,E,VS1,60.8,59.0,6.86,6.82,4.16,9541
1742,1.14,Ideal,I,VS2,62.9,56.0,6.71,6.67,4.21,5075
1743,0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56,2804
1744,0.33,Ideal,H,VS1,61.7,54.0,4.45,4.47,2.75,579
1745,1.01,Premium,H,VS2,61.2,59.0,6.45,6.47,3.95,4959
1746,0.91,Very Good,F,SI2,63.0,59.0,6.12,6.17,3.87,3405
1747,0.71,Premium,E,SI2,61.8,57.0,5.73,5.67,3.52,2271
1748,0.37,Premium,G,VS1,61.4,58.0,4.58,4.61,2.82,746
1749,0.72,Ideal,G,VS2,61.7,55.0,5.72,5.79,3.55,3344
1750,0.3,Ideal,G,VS2,62.2,57.0,4.26,4.32,2.67,526
1751,0.3,Ideal,G,VS2,61.0,57.0,4.33,4.36,2.65,484
1752,1.53,Premium,H,VVS2,60.4,60.0,7.46,7.41,4.49,12092
1753,0.73,Good,E,SI2,63.3,57.0,5.69,5.72,3.61,2388
1754,0.3,Good,G,VS2,58.5,64.0,4.42,4.37,2.57,648
1755,1.05,Ideal,G,VS2,61.8,57.0,6.53,6.48,4.02,6586
1756,0.3,Very Good,H,SI1,59.5,62.0,4.32,4.35,2.58,421
1757,1.01,Ideal,E,I1,62.0,57.0,6.37,6.41,3.96,3388
1758,0.71,Ideal,E,VS2,62.2,57.0,5.79,5.62,3.55,2776
1759,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4065
1760,0.51,Ideal,G,VVS1,62.8,53.0,5.09,5.14,3.21,1810
1761,1.5,Very Good,H,SI1,61.0,55.0,7.35,7.44,4.51,9987
1762,0.71,Very Good,G,SI1,62.7,58.0,5.7,5.72,3.58,2274
1763,2.01,Very Good,I,VS2,62.3,59.0,8.02,8.1,5.02,15965
1764,0.75,Very Good,F,SI1,60.6,60.0,5.88,5.91,3.57,2463
1765,1.5,Premium,F,SI2,60.8,59.0,7.36,7.3,4.46,9408
1766,0.51,Ideal,G,VS1,62.1,55.0,5.17,5.14,3.2,1781
1767,1.0,Good,G,VS1,63.9,55.0,6.28,6.34,4.03,5920
1768,1.02,Premium,H,SI2,61.1,61.0,6.51,6.48,3.97,4113
1769,0.31,Very Good,G,VVS1,63.5,57.0,4.33,4.3,2.74,1046
1770,0.38,Premium,H,VS2,63.0,56.0,4.61,4.57,2.89,898
1771,0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,2912
1772,1.02,Ideal,E,SI1,62.3,54.0,6.45,6.49,4.03,5509
1773,0.43,Good,D,SI1,63.8,55.0,4.8,4.79,3.06,993
